Frequency (Hz)	Level (dB)
13454.223633	-97.270592
13454.589844	-95.414413
13454.956055	-96.564507
13455.322266	-98.003708
13455.688477	-99.686752
13456.054688	-101.251472
13456.420898	-101.202988
13456.787109	-100.094910
13457.153320	-97.802200
13457.519531	-97.425362
13457.885742	-99.710007
13458.251953	-98.684364
13458.618164	-97.115242
13458.984375	-97.316193
13459.350586	-96.700996
13459.716797	-96.765312
13460.083008	-98.275291
13460.449219	-100.029831
13460.815430	-101.536545
13461.181641	-98.963455
13461.547852	-99.007980
13461.914062	-99.617455
13462.280273	-97.435371
13462.646484	-97.491653
13463.012695	-97.437866
13463.378906	-97.389915
13463.745117	-98.783142
13464.111328	-99.192223
13464.477539	-98.810768
13464.843750	-99.852829
13465.209961	-101.070015
13465.576172	-102.846077
13465.942383	-101.030075
13466.308594	-98.158142
13466.674805	-97.437653
13467.041016	-96.191772
13467.407227	-97.124527
13467.773438	-97.634766
13468.139648	-97.501892
13468.505859	-98.863930
13468.872070	-101.761566
13469.238281	-102.489243
13469.604492	-102.295006
13469.970703	-100.379501
13470.336914	-101.818291
13470.703125	-100.007271
13471.069336	-96.803902
13471.435547	-96.959389
13471.801758	-96.732933
13472.167969	-96.061722
13472.534180	-97.644562
13472.900391	-99.849556
13473.266602	-100.906883
13473.632812	-101.810226
13473.999023	-100.878014
13474.365234	-101.678665
13474.731445	-100.332230
13475.097656	-98.923332
13475.463867	-98.079742
13475.830078	-97.015129
13476.196289	-95.884193
13476.562500	-96.325836
13476.928711	-96.561401
13477.294922	-97.558060
13477.661133	-98.962555
13478.027344	-99.674507
13478.393555	-99.207092
13478.759766	-98.137703
13479.125977	-98.184654
13479.492188	-99.205101
13479.858398	-99.635452
13480.224609	-98.839531
13480.590820	-96.651642
13480.957031	-95.388214
13481.323242	-96.166206
13481.689453	-96.653557
13482.055664	-97.532211
13482.421875	-99.874283
13482.788086	-100.160316
13483.154297	-99.563110
13483.520508	-99.022789
13483.886719	-100.157799
13484.252930	-100.194527
13484.619141	-97.371750
13484.985352	-96.984459
13485.351562	-96.659966
13485.717773	-95.034027
13486.083984	-95.631493
13486.450195	-97.976624
13486.816406	-98.387062
13487.182617	-99.842133
13487.548828	-99.935272
13487.915039	-99.432022
13488.281250	-99.664803
13488.647461	-98.947060
13489.013672	-99.233864
13489.379883	-98.090324
13489.746094	-96.381470
13490.112305	-96.856461
13490.478516	-96.022781
13490.844727	-96.160309
13491.210938	-97.738815
13491.577148	-98.371635
13491.943359	-98.119232
13492.309570	-99.750809
13492.675781	-97.706886
13493.041992	-97.409698
13493.408203	-97.288811
13493.774414	-96.905876
13494.140625	-95.887138
13494.506836	-94.944557
13494.873047	-94.956863
13495.239258	-95.344772
13495.605469	-95.338989
13495.971680	-97.051712
13496.337891	-101.180885
13496.704102	-100.077072
13497.070312	-98.539131
13497.436523	-98.481941
13497.802734	-98.855881
13498.168945	-97.881027
13498.535156	-96.180321
13498.901367	-97.037338
13499.267578	-96.357666
13499.633789	-95.116676
13500.000000	-96.128502
13500.366211	-96.923256
13500.732422	-97.398880
13501.098633	-97.950699
13501.464844	-97.176575
13501.831055	-99.151390
13502.197266	-99.245026
13502.563477	-98.053642
13502.929688	-97.573364
13503.295898	-95.728645
13503.662109	-95.721184
13504.028320	-97.153778
13504.394531	-95.899559
13504.760742	-96.548676
13505.126953	-97.262474
13505.493164	-96.836807
13505.859375	-99.875191
13506.225586	-99.792534
13506.591797	-99.629280
13506.958008	-99.434761
13507.324219	-95.913025
13507.690430	-93.449554
13508.056641	-91.816856
13508.422852	-91.214363
13508.789062	-92.203308
13509.155273	-92.527199
13509.521484	-93.630264
13509.887695	-97.028160
13510.253906	-100.042793
13510.620117	-99.254341
13510.986328	-98.941940
13511.352539	-99.158966
13511.718750	-97.632309
13512.084961	-94.096970
13512.451172	-92.856476
13512.817383	-92.708405
13513.183594	-92.263474
13513.549805	-93.223030
13513.916016	-94.068466
13514.282227	-94.967529
13514.648438	-96.665848
13515.014648	-95.799385
13515.380859	-94.514099
13515.747070	-93.413979
13516.113281	-91.226967
13516.479492	-89.835358
13516.845703	-88.848183
13517.211914	-89.120178
13517.578125	-90.722572
13517.944336	-91.754265
13518.310547	-91.278580
13518.676758	-90.383224
13519.042969	-90.340523
13519.409180	-92.140594
13519.775391	-94.393982
13520.141602	-94.709450
13520.507812	-93.404480
13520.874023	-91.641724
13521.240234	-90.695114
13521.606445	-90.116295
13521.972656	-89.038345
13522.338867	-88.290764
13522.705078	-88.144867
13523.071289	-88.575111
13523.437500	-89.083023
13523.803711	-90.362434
13524.169922	-91.302025
13524.536133	-93.443161
13524.902344	-95.929695
13525.268555	-96.436310
13525.634766	-95.896294
13526.000977	-94.484871
13526.367188	-95.584381
13526.733398	-94.598824
13527.099609	-93.883385
13527.465820	-95.279526
13527.832031	-94.896324
13528.198242	-95.052742
13528.564453	-95.765091
13528.930664	-98.604500
13529.296875	-98.186882
13529.663086	-95.150719
13530.029297	-94.277756
13530.395508	-94.857056
13530.761719	-94.458191
13531.127930	-94.656326
13531.494141	-96.112007
13531.860352	-95.134956
13532.226562	-94.828033
13532.592773	-97.018456
13532.958984	-99.449638
13533.325195	-100.014595
13533.691406	-99.112709
13534.057617	-99.309929
13534.423828	-98.319336
13534.790039	-96.210648
13535.156250	-97.114586
13535.522461	-96.041428
13535.888672	-94.149124
13536.254883	-95.182182
13536.621094	-96.757629
13536.987305	-97.243370
13537.353516	-97.592812
13537.719727	-97.552185
13538.085938	-98.788681
13538.452148	-100.038788
13538.818359	-98.261787
13539.184570	-97.154274
13539.550781	-95.937492
13539.916992	-95.101059
13540.283203	-96.605690
13540.649414	-95.189377
13541.015625	-94.525192
13541.381836	-94.878571
13541.748047	-95.828453
13542.114258	-97.906601
13542.480469	-96.112877
13542.846680	-94.534294
13543.212891	-95.491859
13543.579102	-96.458794
13543.945312	-96.901138
13544.311523	-93.330055
13544.677734	-91.719025
13545.043945	-93.257629
13545.410156	-94.482117
13545.776367	-94.592972
13546.142578	-94.324409
13546.508789	-94.400955
13546.875000	-95.772346
13547.241211	-97.304466
13547.607422	-96.473106
13547.973633	-94.517685
13548.339844	-93.720192
13548.706055	-95.335838
13549.072266	-96.272049
13549.438477	-94.771339
13549.804688	-94.019676
13550.170898	-94.998314
13550.537109	-96.573311
13550.903320	-100.030342
13551.269531	-103.154198
13551.635742	-101.607407
13552.001953	-99.335381
13552.368164	-98.224762
13552.734375	-98.866753
13553.100586	-97.246811
13553.466797	-95.611816
13553.833008	-95.394341
13554.199219	-94.050827
13554.565430	-93.888680
13554.931641	-95.921700
13555.297852	-99.123161
13555.664062	-99.806557
13556.030273	-99.998016
13556.396484	-101.782845
13556.762695	-99.315361
13557.128906	-95.010979
13557.495117	-92.145386
13557.861328	-90.156357
13558.227539	-89.747856
13558.593750	-90.788780
13558.959961	-93.675499
13559.326172	-95.819702
13559.692383	-98.748901
13560.058594	-100.442993
13560.424805	-100.460449
13560.791016	-99.046394
13561.157227	-96.957115
13561.523438	-94.936218
13561.889648	-94.137642
13562.255859	-94.830414
13562.622070	-96.609421
13562.988281	-96.677620
13563.354492	-94.969589
13563.720703	-93.293060
13564.086914	-90.949020
13564.453125	-89.906860
13564.819336	-89.985931
13565.185547	-90.920593
13565.551758	-92.340622
13565.917969	-93.397522
13566.284180	-93.498123
13566.650391	-92.239433
13567.016602	-90.121140
13567.382812	-88.633255
13567.749023	-87.495743
13568.115234	-86.847404
13568.481445	-87.122864
13568.847656	-88.280602
13569.213867	-90.072647
13569.580078	-92.637466
13569.946289	-95.027718
13570.312500	-95.053322
13570.678711	-94.222282
13571.044922	-93.834122
13571.411133	-96.270035
13571.777344	-94.857658
13572.143555	-90.972183
13572.509766	-88.229889
13572.875977	-87.038261
13573.242188	-86.785759
13573.608398	-87.403152
13573.974609	-88.799438
13574.340820	-91.363647
13574.707031	-96.119400
13575.073242	-97.615990
13575.439453	-97.494095
13575.805664	-95.395233
13576.171875	-96.311218
13576.538086	-96.683449
13576.904297	-95.290443
13577.270508	-94.806152
13577.636719	-94.245590
13578.002930	-94.319206
13578.369141	-95.036591
13578.735352	-97.994255
13579.101562	-99.193161
13579.467773	-98.550171
13579.833984	-95.342049
13580.200195	-94.624397
13580.566406	-94.366936
13580.932617	-94.081055
13581.298828	-94.074883
13581.665039	-93.194420
13582.031250	-92.132019
13582.397461	-92.115692
13582.763672	-93.171173
13583.129883	-94.934799
13583.496094	-96.524086
13583.862305	-97.079536
13584.228516	-99.096062
13584.594727	-99.238594
13584.960938	-98.609032
13585.327148	-98.242805
13585.693359	-97.197968
13586.059570	-96.093521
13586.425781	-94.959106
13586.791992	-93.705818
13587.158203	-94.119385
13587.524414	-94.703865
13587.890625	-94.873665
13588.256836	-95.178383
13588.623047	-94.523308
13588.989258	-93.101624
13589.355469	-91.896492
13589.721680	-91.591164
13590.087891	-92.877258
13590.454102	-92.299301
13590.820312	-91.395546
13591.186523	-92.105423
13591.552734	-92.856255
13591.918945	-93.177444
13592.285156	-93.241119
13592.651367	-92.730621
13593.017578	-93.082664
13593.383789	-93.515930
13593.750000	-94.718193
13594.116211	-94.866135
13594.482422	-93.594559
13594.848633	-93.265289
13595.214844	-93.958458
13595.581055	-94.428825
13595.947266	-95.570320
13596.313477	-96.757278
13596.679688	-98.331345
13597.045898	-99.408562
13597.412109	-98.655846
13597.778320	-97.049484
13598.144531	-96.201302
13598.510742	-96.296555
13598.876953	-97.064766
13599.243164	-96.831284
13599.609375	-97.540939
13599.975586	-99.614098
13600.341797	-99.619560
13600.708008	-98.834137
13601.074219	-99.824104
13601.440430	-99.942490
13601.806641	-99.662491
13602.172852	-101.329384
13602.539062	-100.590302
13602.905273	-98.984322
13603.271484	-97.839638
13603.637695	-98.890244
13604.003906	-99.930038
13604.370117	-98.782906
13604.736328	-98.548164
13605.102539	-100.741531
13605.468750	-99.555511
13605.834961	-100.272781
13606.201172	-101.086082
13606.567383	-100.277199
13606.933594	-98.790237
13607.299805	-97.937431
13607.666016	-99.563995
13608.032227	-100.434937
13608.398438	-98.733276
13608.764648	-99.255775
13609.130859	-99.576004
13609.497070	-98.773132
13609.863281	-100.033073
13610.229492	-99.607513
13610.595703	-99.398788
13610.961914	-99.362495
13611.328125	-101.905602
13611.694336	-103.970863
13612.060547	-100.408913
13612.426758	-98.396492
13612.792969	-98.176529
13613.159180	-97.437027
13613.525391	-98.044662
13613.891602	-98.964577
13614.257812	-97.843407
13614.624023	-97.504684
13614.990234	-98.370789
13615.356445	-100.444199
13615.722656	-101.705986
13616.088867	-101.947639
13616.455078	-101.516121
13616.821289	-99.084709
13617.187500	-98.637268
13617.553711	-98.916534
13617.919922	-98.675499
13618.286133	-98.034286
13618.652344	-97.623734
13619.018555	-97.550545
13619.384766	-98.109779
13619.750977	-101.713364
13620.117188	-103.855293
13620.483398	-102.507919
13620.849609	-101.779671
13621.215820	-101.244804
13621.582031	-101.271599
13621.948242	-100.671852
13622.314453	-100.225113
13622.680664	-98.316994
13623.046875	-96.466766
13623.413086	-96.697418
13623.779297	-99.368935
13624.145508	-101.088966
13624.511719	-102.033661
13624.877930	-102.772598
13625.244141	-102.100540
13625.610352	-103.138977
13625.976562	-100.119354
13626.342773	-99.613312
13626.708984	-98.669647
13627.075195	-96.631828
13627.441406	-96.458191
13627.807617	-97.030022
13628.173828	-98.621902
13628.540039	-99.413788
13628.906250	-100.232010
13629.272461	-102.907967
13629.638672	-103.237999
13630.004883	-101.945053
13630.371094	-103.249985
13630.737305	-101.188866
13631.103516	-98.265816
13631.469727	-96.895729
13631.835938	-96.358299
13632.202148	-98.210083
13632.568359	-98.485893
13632.934570	-98.773506
13633.300781	-101.721664
13633.666992	-106.012543
13634.033203	-104.914192
13634.399414	-104.827484
13634.765625	-102.825272
13635.131836	-100.119637
13635.498047	-96.969788
13635.864258	-95.731209
13636.230469	-96.894157
13636.596680	-96.736801
13636.962891	-96.980461
13637.329102	-99.016266
13637.695312	-100.244507
13638.061523	-102.399170
13638.427734	-101.892830
13638.793945	-100.821442
13639.160156	-100.698845
13639.526367	-98.907211
13639.892578	-98.045097
13640.258789	-97.084831
13640.625000	-96.452339
13640.991211	-97.967987
13641.357422	-97.744827
13641.723633	-97.753967
13642.089844	-102.106895
13642.456055	-100.851776
13642.822266	-99.633728
13643.188477	-102.055450
13643.554688	-102.425056
13643.920898	-99.884193
13644.287109	-96.997871
13644.653320	-97.338326
13645.019531	-97.585716
13645.385742	-96.201393
13645.751953	-96.821815
13646.118164	-99.648834
13646.484375	-98.097176
13646.850586	-97.517403
13647.216797	-99.979309
13647.583008	-101.566742
13647.949219	-99.220634
13648.315430	-97.960472
13648.681641	-99.615036
13649.047852	-98.014626
13649.414062	-95.290100
13649.780273	-96.068214
13650.146484	-95.893364
13650.512695	-95.805283
13650.878906	-96.075035
13651.245117	-95.356194
13651.611328	-94.308609
13651.977539	-95.591911
13652.343750	-95.833885
13652.709961	-96.476204
13653.076172	-95.712425
13653.442383	-94.430016
13653.808594	-94.403687
13654.174805	-93.220428
13654.541016	-93.480690
13654.907227	-94.733467
13655.273438	-93.851257
13655.639648	-93.956436
13656.005859	-95.003548
13656.372070	-96.218697
13656.738281	-96.940887
13657.104492	-98.879425
13657.470703	-99.430061
13657.836914	-98.606606
13658.203125	-96.344589
13658.569336	-96.547272
13658.935547	-97.464973
13659.301758	-96.259209
13659.667969	-97.388496
13660.034180	-98.610374
13660.400391	-96.811409
13660.766602	-98.296211
13661.132812	-99.527496
13661.499023	-98.365257
13661.865234	-95.024284
13662.231445	-95.468636
13662.597656	-95.981453
13662.963867	-95.818130
13663.330078	-95.603928
13663.696289	-96.477608
13664.062500	-95.860405
13664.428711	-94.635689
13664.794922	-96.843414
13665.161133	-98.158630
13665.527344	-98.431595
13665.893555	-98.710060
13666.259766	-101.192139
13666.625977	-100.695000
13666.992188	-98.094887
13667.358398	-97.826897
13667.724609	-96.791649
13668.090820	-94.591873
13668.457031	-95.948402
13668.823242	-96.972649
13669.189453	-95.862999
13669.555664	-96.672325
13669.921875	-98.117401
13670.288086	-97.994606
13670.654297	-97.214699
13671.020508	-97.931656
13671.386719	-99.717781
13671.752930	-99.022438
13672.119141	-97.018318
13672.485352	-97.813194
13672.851562	-96.712921
13673.217773	-96.462868
13673.583984	-97.787895
13673.950195	-97.745895
13674.316406	-97.548347
13674.682617	-98.480469
13675.048828	-97.666222
13675.415039	-98.988266
13675.781250	-98.373688
13676.147461	-97.148308
13676.513672	-96.221863
13676.879883	-95.304749
13677.246094	-96.118965
13677.612305	-97.788025
13677.978516	-97.022766
13678.344727	-97.849380
13678.710938	-99.097984
13679.077148	-99.183701
13679.443359	-98.434860
13679.809570	-97.201843
13680.175781	-94.694061
13680.541992	-93.571030
13680.908203	-92.509407
13681.274414	-93.561317
13681.640625	-93.478378
13682.006836	-93.367508
13682.373047	-94.884895
13682.739258	-94.975349
13683.105469	-94.469406
13683.471680	-93.779114
13683.837891	-93.805412
13684.204102	-94.727509
13684.570312	-93.715981
13684.936523	-94.497070
13685.302734	-94.106026
13685.668945	-94.756126
13686.035156	-94.972488
13686.401367	-95.503471
13686.767578	-93.992317
13687.133789	-93.064049
13687.500000	-94.876984
13687.866211	-95.671577
13688.232422	-98.551376
13688.598633	-100.491074
13688.964844	-102.326981
13689.331055	-99.780914
13689.697266	-97.428787
13690.063477	-96.669525
13690.429688	-94.339470
13690.795898	-93.937294
13691.162109	-94.842033
13691.528320	-95.091446
13691.894531	-96.486748
13692.260742	-98.716988
13692.626953	-99.795830
13692.993164	-99.864799
13693.359375	-97.892487
13693.725586	-97.229553
13694.091797	-96.122528
13694.458008	-96.834076
13694.824219	-96.991615
13695.190430	-94.953789
13695.556641	-93.733383
13695.922852	-94.730858
13696.289062	-95.190758
13696.655273	-95.643616
13697.021484	-97.696716
13697.387695	-100.355530
13697.753906	-100.570168
13698.120117	-98.799858
13698.486328	-98.185371
13698.852539	-98.007446
13699.218750	-94.744911
13699.584961	-95.523392
13699.951172	-96.115318
13700.317383	-94.667961
13700.683594	-95.680412
13701.049805	-97.291397
13701.416016	-96.699707
13701.782227	-98.646088
13702.148438	-98.737297
13702.514648	-98.482910
13702.880859	-99.685692
13703.247070	-97.480972
13703.613281	-97.636345
13703.979492	-96.625687
13704.345703	-94.673576
13704.711914	-96.318115
13705.078125	-96.228882
13705.444336	-95.464249
13705.810547	-98.529472
13706.176758	-98.163940
13706.542969	-97.751633
13706.909180	-99.900009
13707.275391	-98.815063
13707.641602	-98.074020
13708.007812	-96.407661
13708.374023	-96.220100
13708.740234	-96.457863
13709.106445	-95.187630
13709.472656	-95.442429
13709.838867	-98.730644
13710.205078	-97.869514
13710.571289	-98.327553
13710.937500	-98.867493
13711.303711	-98.688271
13711.669922	-97.582542
13712.036133	-97.702049
13712.402344	-98.242256
13712.768555	-97.340904
13713.134766	-94.398911
13713.500977	-95.981712
13713.867188	-98.438225
13714.233398	-97.171860
13714.599609	-97.090324
13714.965820	-97.727814
13715.332031	-98.863060
13715.698242	-99.622238
13716.064453	-99.097389
13716.430664	-100.623512
13716.796875	-97.394753
13717.163086	-95.120033
13717.529297	-96.207497
13717.895508	-95.027008
13718.261719	-94.648323
13718.627930	-96.738831
13718.994141	-97.419991
13719.360352	-98.975807
13719.726562	-99.220070
13720.092773	-97.755447
13720.458984	-98.153984
13720.825195	-97.981712
13721.191406	-97.497620
13721.557617	-97.016716
13721.923828	-95.205864
13722.290039	-95.623070
13722.656250	-96.373940
13723.022461	-95.672180
13723.388672	-97.787491
13723.754883	-98.418640
13724.121094	-96.665359
13724.487305	-98.836716
13724.853516	-100.736771
13725.219727	-98.685371
13725.585938	-97.471466
13725.952148	-97.238548
13726.318359	-97.991867
13726.684570	-96.506783
13727.050781	-95.895485
13727.416992	-97.894264
13727.783203	-97.503937
13728.149414	-96.593948
13728.515625	-98.594078
13728.881836	-97.941284
13729.248047	-97.150787
13729.614258	-98.056381
13729.980469	-99.264908
13730.346680	-98.903549
13730.712891	-96.287430
13731.079102	-96.523087
13731.445312	-97.483917
13731.811523	-96.905006
13732.177734	-97.097435
13732.543945	-96.542290
13732.910156	-96.478790
13733.276367	-97.220139
13733.642578	-97.335846
13734.008789	-96.901672
13734.375000	-96.964348
13734.741211	-96.016144
13735.107422	-97.649101
13735.473633	-97.682457
13735.839844	-97.256187
13736.206055	-97.109779
13736.572266	-94.888527
13736.938477	-95.047470
13737.304688	-97.760086
13737.670898	-97.997459
13738.037109	-98.230293
13738.403320	-101.143349
13738.769531	-98.943649
13739.135742	-98.216431
13739.501953	-97.190926
13739.868164	-97.757912
13740.234375	-98.547340
13740.600586	-96.506241
13740.966797	-96.952255
13741.333008	-97.178055
13741.699219	-95.463470
13742.065430	-96.463684
13742.431641	-100.985878
13742.797852	-101.775215
13743.164062	-97.973572
13743.530273	-96.304932
13743.896484	-97.341331
13744.262695	-97.306725
13744.628906	-96.343193
13744.995117	-97.471619
13745.361328	-95.836372
13745.727539	-94.613335
13746.093750	-96.137199
13746.459961	-97.959679
13746.826172	-98.168999
13747.192383	-99.261887
13747.558594	-100.831543
13747.924805	-99.438301
13748.291016	-98.025772
13748.657227	-98.536385
13749.023438	-97.577118
13749.389648	-95.844879
13749.755859	-95.674301
13750.122070	-95.640854
13750.488281	-94.279694
13750.854492	-96.189606
13751.220703	-99.492340
13751.586914	-101.342201
13751.953125	-99.999863
13752.319336	-99.197830
13752.685547	-98.291527
13753.051758	-98.507774
13753.417969	-98.296394
13753.784180	-98.188034
13754.150391	-95.472794
13754.516602	-94.965248
13754.882812	-96.898392
13755.249023	-97.378235
13755.615234	-97.434486
13755.981445	-99.079010
13756.347656	-101.315590
13756.713867	-99.910873
13757.080078	-100.895042
13757.446289	-101.104279
13757.812500	-99.273155
13758.178711	-96.222778
13758.544922	-95.811745
13758.911133	-94.684196
13759.277344	-94.555397
13759.643555	-95.265327
13760.009766	-98.428238
13760.375977	-98.083389
13760.742188	-98.263893
13761.108398	-100.173370
13761.474609	-100.017395
13761.840820	-97.491280
13762.207031	-98.012962
13762.573242	-97.960648
13762.939453	-96.469246
13763.305664	-94.864746
13763.671875	-95.449440
13764.038086	-96.884483
13764.404297	-96.572411
13764.770508	-98.152573
13765.136719	-98.887215
13765.502930	-98.168869
13765.869141	-97.682091
13766.235352	-97.808136
13766.601562	-97.144997
13766.967773	-95.310875
13767.333984	-94.452065
13767.700195	-95.542313
13768.066406	-95.893669
13768.432617	-96.763084
13768.798828	-96.159119
13769.165039	-96.113411
13769.531250	-96.789543
13769.897461	-95.686218
13770.263672	-94.847122
13770.629883	-96.406517
13770.996094	-98.601639
13771.362305	-99.058609
13771.728516	-96.683090
13772.094727	-95.610313
13772.460938	-96.511009
13772.827148	-94.665070
13773.193359	-93.067352
13773.559570	-92.250465
13773.925781	-92.971565
13774.291992	-94.049133
13774.658203	-96.739952
13775.024414	-98.407036
13775.390625	-99.344620
13775.756836	-100.068619
13776.123047	-101.988579
13776.489258	-100.189796
13776.855469	-98.258316
13777.221680	-98.024216
13777.587891	-97.970741
13777.954102	-96.193398
13778.320312	-96.002510
13778.686523	-95.735008
13779.052734	-95.476135
13779.418945	-97.382988
13779.785156	-100.350250
13780.151367	-102.266655
13780.517578	-103.335770
13780.883789	-99.986763
13781.250000	-99.639076
13781.616211	-99.016502
13781.982422	-97.814247
13782.348633	-97.676109
13782.714844	-96.712784
13783.081055	-97.373734
13783.447266	-99.411392
13783.813477	-100.518044
13784.179688	-99.784187
13784.545898	-100.724785
13784.912109	-100.429512
13785.278320	-99.444908
13785.644531	-98.854698
13786.010742	-98.889290
13786.376953	-97.554893
13786.743164	-95.619095
13787.109375	-96.508621
13787.475586	-97.823181
13787.841797	-98.679619
13788.208008	-98.608070
13788.574219	-101.648666
13788.940430	-100.470795
13789.306641	-100.094246
13789.672852	-100.367638
13790.039062	-100.323883
13790.405273	-97.793121
13790.771484	-96.436836
13791.137695	-96.683670
13791.503906	-96.078842
13791.870117	-96.282364
13792.236328	-98.279678
13792.602539	-98.451073
13792.968750	-100.229866
13793.334961	-102.646179
13793.701172	-99.152748
13794.067383	-97.804771
13794.433594	-97.170494
13794.799805	-97.713379
13795.166016	-97.272171
13795.532227	-95.530952
13795.898438	-95.821236
13796.264648	-96.319725
13796.630859	-96.677246
13796.997070	-98.237663
13797.363281	-98.270729
13797.729492	-97.714783
13798.095703	-99.529205
13798.461914	-100.026962
13798.828125	-98.731865
13799.194336	-97.087723
13799.560547	-97.302666
13799.926758	-96.683296
13800.292969	-95.484222
13800.659180	-95.496040
13801.025391	-99.645836
13801.391602	-98.944794
13801.757812	-98.011757
13802.124023	-100.515823
13802.490234	-103.301010
13802.856445	-102.415894
13803.222656	-99.606430
13803.588867	-100.083458
13803.955078	-98.919434
13804.321289	-96.217522
13804.687500	-96.470177
13805.053711	-98.377991
13805.419922	-97.944183
13805.786133	-98.119835
13806.152344	-98.356018
13806.518555	-99.531212
13806.884766	-102.333221
13807.250977	-102.183029
13807.617188	-102.593155
13807.983398	-100.610344
13808.349609	-97.092308
13808.715820	-96.805931
13809.082031	-96.679230
13809.448242	-96.788651
13809.814453	-97.273933
13810.180664	-96.603119
13810.546875	-97.911613
13810.913086	-100.826111
13811.279297	-100.676147
13811.645508	-100.507492
13812.011719	-100.621925
13812.377930	-99.464813
13812.744141	-98.601196
13813.110352	-97.040749
13813.476562	-98.841515
13813.842773	-98.761574
13814.208984	-96.895470
13814.575195	-97.971451
13814.941406	-99.236198
13815.307617	-98.124413
13815.673828	-97.461182
13816.040039	-96.974770
13816.406250	-95.630157
13816.772461	-95.012711
13817.138672	-94.683014
13817.504883	-96.152969
13817.871094	-94.832741
13818.237305	-93.739937
13818.603516	-93.557671
13818.969727	-93.445221
13819.335938	-93.511566
13819.702148	-94.288811
13820.068359	-95.278755
13820.434570	-96.840691
13820.800781	-97.365875
13821.166992	-98.145279
13821.533203	-97.929749
13821.899414	-97.742470
13822.265625	-98.441376
13822.631836	-96.809021
13822.998047	-94.815666
13823.364258	-94.097786
13823.730469	-94.300285
13824.096680	-93.766716
13824.462891	-93.667397
13824.829102	-93.979492
13825.195312	-94.865562
13825.561523	-96.340858
13825.927734	-96.793991
13826.293945	-97.675171
13826.660156	-97.085617
13827.026367	-96.308235
13827.392578	-96.597633
13827.758789	-95.742783
13828.125000	-95.518639
13828.491211	-97.260788
13828.857422	-97.983727
13829.223633	-97.518700
13829.589844	-99.632980
13829.956055	-99.714066
13830.322266	-99.085388
13830.688477	-97.917656
13831.054688	-98.415504
13831.420898	-98.357719
13831.787109	-96.158264
13832.153320	-95.757576
13832.519531	-97.053337
13832.885742	-96.759254
13833.251953	-97.975639
13833.618164	-99.973839
13833.984375	-98.307487
13834.350586	-97.252617
13834.716797	-97.694862
13835.083008	-97.850487
13835.449219	-97.147827
13835.815430	-96.865089
13836.181641	-96.871758
13836.547852	-96.425743
13836.914062	-96.340210
13837.280273	-96.879585
13837.646484	-96.976677
13838.012695	-97.834183
13838.378906	-98.578667
13838.745117	-99.177528
13839.111328	-98.313171
13839.477539	-98.221413
13839.843750	-99.156754
13840.209961	-97.155090
13840.576172	-94.988823
13840.942383	-95.600731
13841.308594	-96.855278
13841.674805	-96.316612
13842.041016	-97.128571
13842.407227	-97.521461
13842.773438	-97.040695
13843.139648	-98.480553
13843.505859	-99.914528
13843.872070	-98.372185
13844.238281	-96.356270
13844.604492	-95.959175
13844.970703	-96.727608
13845.336914	-96.317665
13845.703125	-96.072906
13846.069336	-97.060402
13846.435547	-96.892609
13846.801758	-96.153702
13847.167969	-98.413254
13847.534180	-98.664886
13847.900391	-98.448997
13848.266602	-98.783905
13848.632812	-98.718559
13848.999023	-98.069000
13849.365234	-96.803566
13849.731445	-96.756805
13850.097656	-96.486336
13850.463867	-95.284607
13850.830078	-95.477234
13851.196289	-96.224792
13851.562500	-95.901894
13851.928711	-96.501961
13852.294922	-98.706139
13852.661133	-100.285736
13853.027344	-99.740082
13853.393555	-99.479973
13853.759766	-99.831841
13854.125977	-97.635086
13854.492188	-96.360443
13854.858398	-96.117500
13855.224609	-95.589394
13855.590820	-95.441734
13855.957031	-96.408943
13856.323242	-96.921463
13856.689453	-98.896629
13857.055664	-101.093948
13857.421875	-101.616638
13857.788086	-101.313271
13858.154297	-99.731949
13858.520508	-98.910690
13858.886719	-96.978790
13859.252930	-96.007660
13859.619141	-95.641029
13859.985352	-95.154366
13860.351562	-95.352005
13860.717773	-97.170189
13861.083984	-100.279526
13861.450195	-101.271935
13861.816406	-102.582085
13862.182617	-104.471649
13862.548828	-101.667542
13862.915039	-98.431526
13863.281250	-98.097153
13863.647461	-96.992180
13864.013672	-95.568466
13864.379883	-95.720139
13864.746094	-96.871559
13865.112305	-97.125328
13865.478516	-98.707993
13865.844727	-101.047112
13866.210938	-102.211792
13866.577148	-102.362816
13866.943359	-100.815811
13867.309570	-100.892891
13867.675781	-98.528320
13868.041992	-97.064415
13868.408203	-96.845200
13868.774414	-95.582260
13869.140625	-95.772575
13869.506836	-98.393341
13869.873047	-99.791809
13870.239258	-99.892715
13870.605469	-99.596123
13870.971680	-98.846420
13871.337891	-100.129486
13871.704102	-99.054047
13872.070312	-99.019325
13872.436523	-97.347466
13872.802734	-94.452492
13873.168945	-95.525116
13873.535156	-98.042519
13873.901367	-97.091805
13874.267578	-98.072777
13874.633789	-103.221710
13875.000000	-102.375832
13875.366211	-100.687187
13875.732422	-100.393738
13876.098633	-100.708328
13876.464844	-96.845215
13876.831055	-94.571671
13877.197266	-96.648575
13877.563477	-97.064812
13877.929688	-95.445816
13878.295898	-96.957802
13878.662109	-100.029510
13879.028320	-99.160904
13879.394531	-99.844330
13879.760742	-102.223007
13880.126953	-100.975899
13880.493164	-97.827774
